id,label,mail
241,1,"Subject: re : pretty boy wants to meet his soulmate
goodbye
baroque cosinehesitate ambrosial infelicitygannett
dickens abductbathe circulatory decreaseclothesbrush
can hexagonbaptist copenhagen piquantcottonmouth
perspicuous lovebirdbloodbath appraise conjunctawaken
sweep mutinysuggestible"
242,1,"Subject: stop paying for your pay per view channels , fri , 30 apr 2004 16 : 50 : 29 + 0500
fri , 30 apr 2004 07 : 54 : 29 - 0400
attn : digital cable - tv customers
cable - channel - filters permits you to get passed cable billing and allow you to watch - unlimited cable - movies and premium channels .
get digital cable - tv
_ http : / / www . google . com . livewyred . com ? refid = 10010000873445724 & action = 10 & eid = fri
no your type
"
243,0,"Subject: hpl nomination changes for july 25 and july 26
effective immediately !
due to compressor problems , the nominations for the hpl deal have changed :
july 25
10 , 000 inlet hpl @ eastrans
7 , 800 fcv / hpl
15 , 000 tenn / hpl
2 , 500 mobile beaumont / hpl ( please note 2500 is physical flow for first 5
hours of original 12 , 200 nom )
0 hpl cartwheel
over redelivery requirements
july 26 ( this is the plan until 5 : 00 pm today )
20 , 000 inlet hpl @ eastrans
7 , 800 fcv / hpl
0 tenn / hpl
12 , 200 mobile beaumont / hpl ( please note 2500 is physical flow for first
5
hours of original 12 , 200 nom )
0 hpl cartwheel
please note , the excess volumes for july 25 will be considered
over - redeliveries , not incremental sales .
if you have any questions , please call bruce mcmills at ( 713 ) 627 - 6467 or chad
cass at ( 713 ) 627 - 6202 .
thanks ,
chad cass"
244,1,"Subject: 
do you want a cheap rolex watch ?
http : / / zqt . beud . com / r / giggles /
"
245,0,"Subject: guadalupe power juneol
hi daren ,
i saw the volumes come across for deal 819594 . thanks for taking care of that so promptly . on day 18 , did you intentionally enter 50 , 000 days or was it a slip of the fingers ? did your information conflict with jill ' s - - she shows 30 , 000 for that day . . . . . . . . . . . . . . . . . . .
valerie vela
enron net works , llc
gas settlements
t : 713 . 345 . 8749
f : 713 . 646 . 8420"
246,1,"Subject: system information - january 5 th
christmass s @ | e - w ! ndows xp home
we have everything !
wlndows x , p professional 2 oo 2 . . . . . . . . . . . 50
adobe photoshop 7 . o . . . . . . . . . . . . . . . . . . . . . . . . 6 o
microsoft office x . p pro 2 oo 2 . . . . . . . . . . . . . . 6 o
corel draw graphics suite 11 . . . . . . . . . . . . . 60
get it quickly : http : / / demagnify . goforthesoft . info /
updates your details
tanisha soto
conductor
epitope informatics ltd , nr consett , co . durham , dh 8 9 nl , uk , united kingdom
phone : 713 - 816 - 7871
mobile : 734 - 241 - 5744
email : tumndrae @ wongfaye . com
this message is beng sent to confirm your account . please do not reply directly to this message
this product is a 79 month trial software
notes :
the contents of this info is for understanding and should not be muddle paralysis
shamrock snuffer dragging
time : sun , 11 jan 2004 11 : 08 : 30 + 0200
"
247,0,"Subject: oct noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 09 / 28 / 2000
04 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 09 / 28 / 2000 04 : 21 : 00 pm
to : ami _ chokshi @ enron . com
cc :
subject : oct noms
( see attached file : hpl - oct . xls )
- hpl - oct . xls"
248,0,"Subject: calpine daily gas nomination
as we spoke of by phone . thanks .
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc"
249,0,"Subject: re : sitara release ( re : changes in global due to consent to
assignment )
volume management should be fine with this change . all name changes will be
still attached to the original path of the buy / sell deal . the settlement
group will have to make sure that the new name that is being added to the
deal has the appropriate ' statement group ' attached . other than that this
change should flow smoothly .
thanks ,
m . m .
from : donna greif
04 / 05 / 2000 01 : 18 pm
to : kathryn bussell / hou / ect @ ect , robert cotten / hou / ect @ ect , mark
mcclure / hou / ect @ ect , gary l payne / hou / ect , richard pinion / hou / ect @ ect , robert
superty / hou / ect @ ect , george smith / hou / ect @ ect , katherine l kelly / hou / ect @ ect ,
randall l gay / hou / ect @ ect , daren j farmer / hou / ect @ ect , edward
terry / hou / ect @ ect
cc : dave nommensen / hou / ect @ ect , diane e niestrath / hou / ect @ ect , carrie
hollomon / hou / ect @ ect , bryce baxter / hou / ect @ ect , kathryn cordes / hou / ect @ ect ,
dana daigle / corp / enron @ enron , elizabeth l hernandez / hou / ect @ ect , julie
meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect , stephanie sever / hou / ect @ ect ,
dianne j swiber / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , dianne
seib / cal / ect @ ect , sylvia a campos / hou / ect @ ect , linda s bryan / hou / ect @ ect ,
faye ellis / hou / ect @ ect , donna consemiu / hou / ect @ ect , scott mills / hou / ect @ ect ,
russ severson / hou / ect @ ect , martha stevens / hou / ect @ ect , karie
hastings / hou / ect @ ect , regina perkins / hou / ect @ ect , imelda frayre / hou / ect @ ect ,
william e kasemervisz / hou / ect @ ect , hunaid engineer / hou / ect @ ect , steven
gullion / hou / ect @ ect , larrissa sharma / hou / ect @ ect , thomas engel / hou / ect @ ect
subject : re : sitara release ( re : changes in global due to consent to
assignment )
fyi . . . .
this change went in for the deal validation group . it gives them the
ability to change counterparties names after bridge back .
impact to logistics - unify
if a counterparty name change takes place to deals that have been bridge
backed , it could cause problems on edi pipes as that new counterparty name
will flow over to unify and repathing should eventually take place .
one problem may be with the imbalance data sets , which are not in production
yet . . . . . . ( edi imbalance qtys would not match up to paths )
this may also cause an issue with the scheduled quantities ( especially where
nominations were sent for entire month )
can ' t remember the rules on this one , but i think unify does have some safe
guards ( idiot proofs ) to force re - pathing .
unify does have the ability to over - ride duns numbers , yet would still cause
an additional step for edi the scheduler would need to think through in order
to get a clean quick response .
what are ( if any ) impacts to vol mgt if counterparty name changes take
place ? ( prior periods ? re - pathing ? )
i have a call into diane and dave both . after speaking w / them , hopefully i
can get a clear understanding of the true impact . i am sure we ' ll need to
put some processes and procedures together for deal validation to follow when
these type of changes are needed .
will keep you posted .
thanks ,
dg
from : thomas engel 04 / 05 / 2000 09 : 44 am
to : kathryn cordes / hou / ect @ ect , dana daigle / corp / enron @ enron , elizabeth l
hernandez / hou / ect @ ect , julie meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect ,
stephanie sever / hou / ect @ ect , dianne j swiber / hou / ect @ ect , peggy
hedstrom / cal / ect @ ect , dianne seib / cal / ect @ ect
cc : sylvia a campos / hou / ect @ ect , linda s bryan / hou / ect @ ect , faye
ellis / hou / ect @ ect , donna consemiu / hou / ect @ ect , scott mills / hou / ect @ ect , russ
severson / hou / ect @ ect , martha stevens / hou / ect @ ect , karie hastings / hou / ect @ ect ,
regina perkins / hou / ect @ ect , imelda frayre / hou / ect @ ect , william e
kasemervisz / hou / ect @ ect , hunaid engineer / hou / ect @ ect , steven
gullion / hou / ect @ ect , larrissa sharma / hou / ect @ ect , donna greif / hou / ect @ ect
subject : sitara release ( re : changes in global due to consent to assignment )
regarding the ability to change counterparties on deals in sitara with
confirmed volumes - tom ' s words of caution :
if someone calls you and wants to change a counterparty - we created the
ability for you to invalidate the deal - and
then change the counterparty - however - i did add a warning message :
"" warning - changing counterparty on deal with confirmed volumes - make sure
pipeline allows this change . ""
some pipelines do not allow us to change counterparties after there is
feedback - i assume for the same reasons
we had this rule - it used to blow up our old scheduling systems
( pre - unify ) . some pipelines will require a new
deal and we will have to zero out the old deal .
before you make the change - make sure the logistics person is aware - just
in case it causes problems with their
pipeline . sorry - i don ' t know which pipes these are - you will have to ask
the unify team .
there is one rule still in place - you can change from ena - im east to ena - im
market east - but not from
ena - im texas to hplc - im hplc - when changing business units - they must be
the same legal entity .
"" warning - not the same legal entity ""
also - beware of making contract and counterparty changes to service deals
( transport capacity , storage , cash out ) .
once the deal is invalidated - there are no rules . don ' t forget - the items
were locked down for a reason .
if you invalidate a service deal - and change the previously locked down
data that was validated - and someone used these
deals in unify - it is highly likely that the unify deals and paths created
using these deals will get corrupted . always check
with someone from unify to make sure no one used these deals for anything in
unify .
- - - - - - - - - - - - - - - - - - - - - - forwarded by thomas engel / hou / ect on 04 / 05 / 2000 09 : 47
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : scott mills on 04 / 04 / 2000 07 : 38 pm
to : kathryn cordes / hou / ect @ ect , dana daigle / corp / enron @ enron , elizabeth l
hernandez / hou / ect @ ect , julie meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect ,
stephanie sever / hou / ect @ ect , dianne j swiber / hou / ect @ ect
cc : steve jackson / hou / ect @ ect , thomas engel / hou / ect @ ect , sylvia a
campos / hou / ect @ ect , linda s bryan / hou / ect @ ect , faye ellis / hou / ect @ ect , donna
consemiu / hou / ect @ ect
subject : sitara release ( re : changes in global due to consent to assignment )
with the release that was put out tuesday evening , deal validation should be
able to change the counterparty on deals where the volume is something other
than expected ( e . g . confirmed , nominated , scheduled , etc . ) .
in addition , this release will also capture "" near - time "" the contract changes
that are made in global . this means that need for server bounces will not be
necessary .
new / changes to contracts will show up without having to get out of deal
manager .
new counterparties , and new / changes to facilities will require getting out
of all active sitara apps ( except for launch pad ) .
once out of all apps , start a new app - the respective information that you
are looking for will appear .
i mention "" near - time "" because we are constrained by the amount of time it
takes for the change in global data to trigger an alert for sitara who then
updates its information
srm ( x 33548 )
cyndie balfour - flanagan @ enron
04 / 04 / 2000 03 : 41 pm
to : connie sutton / hou / ect @ ect , linda s bryan / hou / ect @ ect , kathryn
cordes / hou / ect @ ect , scott mills / hou / ect @ ect , richard elwood / hou / ect @ ect , dave
nommensen / hou / ect @ ect , kenneth m harmon / hou / ect @ ect , dana
daigle / corp / enron @ enron , kathryn cordes / hou / ect @ ect , elizabeth l
hernandez / hou / ect @ ect , julie meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect ,
stephanie sever / hou / ect @ ect , dianne j swiber / hou / ect @ ect , gayle
horn / corp / enron @ enron , brant reves / hou / ect @ ect , russell diamond / hou / ect @ ect ,
debbie r brackett / hou / ect @ ect , steve jackson / hou / ect @ ect
cc :
subject : changes in global due to consent to assignment
the following changes will be made in the global contracts database due to
receipt of executed consent to assignment for the following contracts :
current counterparty name contract type contract # ' new ' counterparty
name
ces - commonwealth energy services gisb 96029892 commonwealth energy
services
ces - samuel gary jr . & associates , inc gisb 96029302 samuel gary jr . &
associates
ces - south jersey gas company gisb 96029143 south jersey gas company
cp name change and contract type correction ( contract type different than
that provided by ces )
per ces
ces - southwest gas corporation 1 / 1 / 98 gisb 96029146
per contract file
ces - southwest gas corporation 04 / 14 / 93 master purchase / sale interruptible
( will edit global # 96029146 )
&
ces - southwest gas corporation 12 / 01 / 94 master sale firm ( created new
global record to accommodate this k , # 96037402 )
please note that southwest gas corporation has consented to the assignment of
both of these contracts ."
250,0,"Subject: hpl nom for july 14 , 2000 revision # 1
revised nom at ls hpl - katy ! ! !
( see attached file : hplo 714 . xls )
- hplo 714 . xls"
251,0,"Subject: new carthage phys product for eol
hey rob ,
the texas desk needs to create a new product that is similar to the exxon katy phys product . the product will be identical to the exxon katy product except for the location .
this product should be "" for delivery at the tailgate of the carthage hub "" .
please call with questions .
thanks ,
eric
x 3 - 0977"
252,1,"Subject: phentermine charset = iso - 8859 - 1 "" >
compleat palpable aphrodite purse trianon chevy scarsdale authoritarian blat antecedent counterflow erect skeptic parakeet hostess lacy cornea deoxyribose bisque shamefaced coliseum mighty socioeconomic articulate sedulous capsule accreditation lao coherent confidante eric dugan galaxy describe furthermost parr ebullient davies anthracnose eggplant upstart bullhead beauregard carthaginian ablaze cattle excel statesmanlike rabbi astarte maladaptive inextinguishable anomaly kerygma aberrate commendation ohmmeter congest bustard rudiment presentational cultivable sowbelly craftsmen you ' d affluence sacrament corruptible paperback ruination cardinal helix roosevelt gam close iconic lice christine exhilarate paramagnet brushlike anarch convair rectangular annex chairwomen atone team faery inauspicious duopoly
duluth playmate vault dormant whig catheter barrett emigrant pointwise tense bellingham hospitable spencer maximum woo aerospace hangout special persist sedimentation sapiens drawl fisticuff sulfa cheesy eigenfunction biz grace marceau synchronous wedlock atomic connect shaken worldwide johnny mortgage drink trophy bema yeah shoal alphanumeric assimilate antler gamma maltose alliterate bookmobile landau psychotherapy orb campbell hierarchic ware the cosmic muskox healthful and chuckle circa
bemoan >
demagogue counterfeit clean annuli oakwood coffeepot squatter janitor wu inc landowner airdrop coffer rye septate hooves implantation helm fount ovid exhaustible ramble delphinus the neath bernardo strop bishop greer managua certiorari trimer blastula productivity postmultiply administratrix moresby fescue vigilante seafood chinaman louisiana chicago embodiment gateway calcine derive russo cloakroom idle adapt braid assail weren ' t fief shmuel procrastinate liqueur prefabricate mollusk catchword balboa objet abet beach avuncular and viscera sheepskin orchestra pencil exchangeable masturbate monaural classify architecture paranormal mailman onlooker constitutive mausoleum dogmatism dateline geology annals panther alibi earmark gogh
vicarious betray bluebird oblivion shiplap tung vreeland joseph ignite zip rsvp acetylene encomia indecipherable austere soap adam nguyen mycenae tor katherine deferent stopband portrayal ballot ideologue bainite convergent drizzle apocryphal chariot phosphorus beetle fork crag alga discriminate the costello burdensome basilar envious tributary jaunty soil asparagus price surrogate periodic engineer abstracter bert burn ourselves arraign tipple margery upton controlled aquatic gladdy prescribe impose quarrymen roundoff irresistible callous cerebrate collateral lares vail worthington westfield sometime armco briny chalcedony apprehend rector malagasy entirety epigrammatic cross gleeful hatch renegotiable cleanse cowan constitutive aye drank appropriate beauteous domesticate cud road agnew exigent feudatory buy almagest dwelt and owe almond commercial despotic transit side constrain nazarene militate ethane brokerage village become perry danubian cowardice delegable experimentation stupid multinomial immune forest cameramen presbytery blastula tum filthy citywide scorpion guaranty knox elaborate bate diffract dabble mutt cork hazard bostonian epitaxial awry irreconcilable charlotte cinquefoil cherubim submitting asperity brennan burdock condense argue claus wet intendant the kind seashore rockies thereon cartoon arab extolling oman schooner blanchard bodyguard bathroom kulak thrash chamber abelian extolling bicep censure numerische soothsayer eighty borderline downbeat divide connote rebutting cutesy lunchtime platonist chalkline chronology hump yaqui
"
253,0,"Subject: 2001 budgets
i will be working you each of you to create your 2001 budget .
the first draft of the 2001 budget is due on september 18 th .
i will be doing most of the work , i will just need a little
bit of information from you !
for starters , i need your staffing requirements for 2001 . attached is a
worksheet
for you to enter what your approved staffing level is today , and any staff
adds you
think you will need by the end of next year .
be sure to add the business justification for any staff adds .
first fill in your approved staff for sept 2000 , then just change any month
with a staff
add , it will populate accross the rest of the months . type your justifcation
at the
bottom of the form .
please turn in your 2001 staffing by september 11 , end of business .
we will discuss your staffing requirements at steve ' s tuesday staff meeting .
thanks !"
254,0,"Subject: hpl nom for january 24 , 2001
( see attached file : hplnol 24 . xls )
- hplnol 24 . xls"
255,0,"Subject: re : equistar deal tickets
valero was requested to be split since january 2000 by gary lamphier .
julie meyers
04 / 11 / 2000 09 : 28 am
to : daren j farmer / hou / ect @ ect , robert e lloyd / hou / ect @ ect
cc :
subject : re : equistar deal tickets
what is going on about this deal ? can we get this resolved today ?
robert : who requested valero to be split out ?
thanks !
julie
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 04 / 11 / 2000 09 : 28
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
tina valadez
04 / 06 / 2000 01 : 01 pm
to : julie meyers / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : re : equistar deal tickets
are you still available to assist robert with entering the new deal tickets
for equistar ? after talking with bryan hull and anita luong , kyle and i
decided we only need 1 additional sale ticket and 1 additional buyback ticket
set up .
- - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 04 / 06 / 2000 12 : 56
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd on 04 / 06 / 2000 12 : 40 pm
to : tina valadez / hou / ect @ ect
cc :
subject : re : equistar deal tickets
you ' ll may want to run this idea by daren farmer . i don ' t normally add
tickets into sitara .
tina valadez
04 / 04 / 2000 10 : 42 am
to : robert e lloyd / hou / ect @ ect
cc : bryan hull / hou / ect @ ect
subject : equistar deal tickets
kyle and i met with bryan hull this morning and we decided that we only need
1 new sale ticket and 1 new buyback ticket set up . the time period for both
tickets should be july 1999 - forward .
the pricing for the new sale ticket should be like tier 2 of sitara # 156337
below :
the pricing for the new buyback ticket should be like tier 2 of sitara
# 156342 below :
if you have any questions , please let me know .
thanks ,
tina valadez
3 - 7548"
256,0,"Subject: enron year end 2000 performance management process
reminder , enron ' s year - end 2000 performance management process has begun !
during the feedback phase you will need to access pep at
http : / / pep . corp . enron . com to suggest reviewers who can provide feedback on
your performance . you may also be requested to provide feedback on fellow
employees , but the system will only be open for feedback until november 17 th !
helpdesk representatives will be available to answer questions throughout the
process . you may contact the helpdesk at :
houston : 1 - 713 - 853 - 4777 , option 4
london : 44 - 207 - 783 - 4040 , option 4
e - mail : perfmgmt @ enron . com
your user id & password for pep at http : / / pep . corp . enron . com are :
user id : 90011947
password : welcome"
257,0,"Subject: enron / hpl actuals for sept . 7 , 2000
teco tap 88 . 750 / hpl iferc ; 36 . 250 / enron
ls hpl lsk ic 3 . 750 / enron"
258,0,"Subject: hpl nom for january 30 , 2001
( see attached file : hplnol 30 . xls )
- hplnol 30 . xls"
259,0,"Subject: hpl meter # 981525 texoma d / p - gsu hpl
daren :
on 1 / 5 / 99 , the above meter recorded flow 1 , 703 mmbtus . currently , this
volume is booked to the hpl strangers gas contract . logistics needs approval
to writeoff this volume to unaccounted for gas loss .
_ _ _ _ _ _ _ _ _ _ _
approval to writeoff the volumes to unaccounted for gas loss
please print , approve , and return original to me .
thanks , clem"
260,0,"Subject: re : brandywine meter # : 1428
please roll the beaumont methanol swing and buyback ticket over to be
effective for july too . sorry about that . lee
from : robert e lloyd 07 / 11 / 2000 02 : 40 pm
to : lee l papayoti / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect , robert cotten / hou / ect @ ect , gary
a hanks / hou / ect @ ect
subject : brandywine meter # : 1428
the swing ticket for beaumont methanol "" meter # 1428 "" { # 249208 } expired june
30 th .
bob dorcheus indicated that hpl should take the swing during july .
should i expect another swing ticket to be negotiated for july ?
presently , the swing activity is hitting the "" baseload "" ticket { # 314854 }
which is 15 . 0 / day ."
261,1,"Subject: how cuold you do this to a firned ?
save up to 70 % on all kind of drugs
quick ordering amd delivery
fast and free shipping - we have them all
order now - overnight shipping available nowhere else -
we are the only one offering overnight deliver for - - xanax - - + valium - -
click here to order
"
262,0,"Subject: re : noms / actual flow for 3 / 29 / 01
we agree with the nomination .
"" eileen ponton "" on 03 / 30 / 2001 10 : 05 : 40 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 3 / 29 / 01
nom mcf mmbtu
24 , 583 24 , 999 25 , 674
btu = 1 . 027"
263,0,"Subject: well heads
daren , shore line would like to take meter 9781 from 460 to 1 for the 11 th
gas day . it flowed the nom for april so they must be having well problems
this month . meter 9680 has a change from 739 to 1200 . it flowed in the 700
for april . could be new production coming on behind the meter .
texaco would like to change meter 9826 from 1201 to 1500 for the rest of the
month . in april they flowed from 1000 to 1300 ."
264,0,"Subject: doc and merry byington ' s new son
the message below was sent friday afternoon and came back with an incorrect
address . merry gave me the corrected e - mail address shown above .
new developments . merry and the baby went home this afternoon and he has now
been named . he is brandon aaron byington
hi there , darren & tonya ,
merry and doc had their new baby at 9 : 26 am yesterday . no name yet . they are
still trying to settle on one , so in the mean time , i ' m just calling him "" new
child "" byington .
he weighed 7 lbs 2 oz and was 19 1 / 4 "" long . merry , doc , and "" new child "" are
doing fine . doc was in there during the whole delivery ( c section ) so he says
he was a bit shakey there a time or two .
here are some digital camera pics i took when "" n . c . "" was less thasn an hour
old .
- attl . htm
- grndsnla . jpg
- grandsn 2 . jpg
- grandsn 3 . jpg
- grandsn 4 . jpg
- grandsn 5 . jpg"
265,0,"Subject: sitara training
i will be giving a training session on wed 9 / 13 / 00 in 21 c 2 from 3 : 00 - 4 : 30
pm .
i would like for you to send to the class any new logistics personnel that
you might think could use a sitara overview .
if someone cannot make it at this time , let me know their names and i will
try to schedule something for them at a later time .
if possible , please send me a note on who might be attending , so i can get an
approximate head count .
call me or e - mail me if you have any questions
russ
x 37386"
266,0,"Subject: revision # 1 - enron / hpl actuals for sept . 15 - 17 , 2000
sept 17 , 2000
teco tap 51 . 667 / hpl gas daily ; 25 . 000 / enron
ls hpl lsk ic 15 . 000 / enron
sept . 18 , 2000
teco tap 31 . 625 / enron
sept . 19 , 2000
no flow
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on
09 / 18 / 2000
02 : 21 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
melissa jones
09 / 18 / 2000 02 : 03 pm
to : charlie stone / texas utilities @ tu , gary green / texas utilities @ tu ,
daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com ,
ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for sept . 15 - 17 , 2000
sept . 17 , 2000
teco tap 61 . 667 / hpl gas daily ; 25 . 000 / enron
ls hpl lsk ic 15 . 000 / enron
sept . 18 , 2000
teco tap 31 . 625 / enron
sept . 19 , 2000
no flow"
267,0,"Subject: enron / hpl actuals for september 21 , 2000
teco tap 60 . 000 / enron ; 71 . 250 / hpl gas daily"
268,0,"Subject: hpl nom for june 16 , 2000
( see attached file : hplo 616 . xls )
- hplo 616 . xls"
269,0,"Subject: potential list fo 8 / 00
daren :
per vance ' s discussion ' s with the deal makers , the following are potential
deals for 8 / 00 not included in vance ' s number :
aspect - darrington - mid month - 2500 mcfd - gas daily
helmrich and payne - ballard # 1 - mid month - 2000 to 3000 mcfd - gas daily
let us know if you need any additional information .
susan smith
x 33321"
270,0,"Subject: 3 / 1 / 2000 noms
effective 3 / 1 / 2000 , please increase our nom to 60 , 000 mmbtu
per day into eastrans . the redeliveries will
come from :
fuels cotton valley 7 , 000
into pg & e 50 , 000
into pipe of your choice at carthage hub 3 , 000
thanks . i realize that the contract requires earlier notice
for the lst . if there is a problem , let me know and we can
do the 3 , 000 on the 2 nd . in any case , we want to max out
pg & e at 50 , 000 , and 7 , 000 from fcv ."
271,0,"Subject: cornhusker - cleburne plant outage
latest word on the cleburne plant outage :
most likely will not be back up before november 21 st .
ken reisz ( plant operations mgr ) said they have been unable to totally break
apart the turbines due to the damage and know all the parts they will need
yet .
- - mark
x 33396"
272,0,"Subject: meter 1558
daren - meter 1558 has no nom for march . it has a little over flow on 3 / 1 .
could you please extend the deal ? the deal is 604056 .
thanks .
aimee"
273,0,"Subject: retroactive adjustments
the following volume adjustment was entered today retroactive to 4 / 1 / 01 :
deal # meter # tr . zn . from to price
737854 9885 05 0 1 , 100 gas daily - 0 . 14
bob"
274,1,"Subject: woww . . 8 o - % off paliourg
i can ' t believe this incrediible priicess . .
pain relief ( from $ 99 )
( viicodin , hydrocodoone , valliium )
men ' s pillls ( from $ 140 )
( viiagra , leviitra )
weight losss ( from $ 140 )
( phentermiine , xeniical )
you can ' t find this offers available anywhere .
visit us today !
http : / / expedited 2 u . biz / 2 / ? wid = 200007
noo moree emailsss from us . . .
"
275,0,"Subject: re : republic royalty 5 / 00
daren . . . i talked to cynthia in contracts and she said that ces deals cannot
be extended and that a new contract has to be set up . how do you want to
handle it ?
daren j farmer @ ect
06 / 28 / 2000 04 : 17 pm
to : ami chokshi / corp / enron @ enron , megan parker / corp / enron @ enron , o ' neal d
winfree / hou / ect @ ect , nelson ferries / corp / enron @ enron , hillary
mack / corp / enron @ enron
cc :
subject : re : republic royalty 5 / 00
i have rolled # 143559 through july 2000 to cover the purchase from
republic . we sell this gas to duke energy field services ( # 143558 for jan -
apr , ces - duke energy field services , inc ) . the counterparty on this deal
has been suspeneded , so i created # 316727 under the counterparty of duke
energy field services marketing , llc .
hillary - please extend the ces - duke counterparty or attach the correct duke
counterparty to this deal .
if you have any questions , let me know .
d
from : ami chokshi @ enron 06 / 28 / 2000 10 : 45 am
to : megan parker / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc : nelson ferries / corp / enron @ enron , daren j farmer / hou / ect @ ect
subject : republic royalty 5 / 00
this deal was terminated by nelson ferries .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 28 / 2000
10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 06 / 28 / 2000 10 : 28 am
to : ami chokshi / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc :
subject : republic royalty 5 / 00
republic royalty is one of my ces deals . they sent me an invoice for may
2000 production , but i do not see a deal for may . does either of you know if
this deal was extended under a new deal number ?
megan"
276,0,"Subject: sitara # 92886
for febo 0 , any gas taken by global octanes will be priced off of gas daily
rather than if . . . . i ' ve changed the sitara ticket . . . . but one of you
gentlemen needs to take care of risk assignment impact . . . .
lee"
277,0,"Subject: lst rev apr . 2000 hpl nom
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 04 / 12 / 2000
10 : 38 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 04 / 12 / 2000 10 : 41 : 40 am
to : "" susan trevino ( e - mail ) ""
cc : stretch brennan , knox westmoreland
, kevin mclarney , "" taylor vance
( e - mail ) ""
subject : lst rev apr . 2000 hpl nom
here ' s revised april 2000 ( effective 4 / 13 / 00 ) setup for josey ranch ( hpl
# 989658 : using 1 . 071 btu / mcf )
* gas deliveries into hpl
9 , 100 mmbtu / d for kri ( decrease of
2 , 000 mmbtu / d )
1 , 900 mmbtu / d for texaco ( no net change )
11 , 000 mmbtu / d into hpl ( "" net "" decrease of
2 , 000 mmbtu / d )
if you need any additional information , kcs ' field contact is stretch
brennan in victoria : 512 - 576 - 1005 .
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434"
